Abbreviated.Name,CO3,IGKC,CO4A,APOA1,IGHM,IGHG1,APOE,IGLL5,CLUS,IGHA1,VTNC,ITIH4,A1AT,APOB,THRB,CO4B,HV305,ANT3,HRG,APOA2,C4BPA,TTHY,IGHG3,A2MG,IGHG2,KV302,LAC2,KNG1,APOC3,HPTR,IPSP,SAMP,GELS,GFAP,TRFE,PRG4,APOC4,A2AP,CFAH,APOA4,HV304,ITIH2,FA5,MUCB,PF4V,HEP2,SEPP1,SAA4,HBB,FHR1,SAA,CD5L,APOH,PLF4,G3P,CO9,IC1,FA11,APOC1,FETUA,KLKB1,APOL1,IGHA2,ITIH1,AMBP,IGJ,IGHG4,HPT,AACT,LBP,PROS,APOC2,SPP24,IBP4,C1R,CBPD,CI174,FA12,HGFA,FA10,VTDB,C1QB,PLMN,HABP2,HV302,C1QC,CFAB,FA9,ANGI,HEMO,HV303,CBPB2,LV403,TLN1,ZPI,C1S,PON1,TRFL,S10A9,HBA,PROC,C4BPB,TFPI1,IBP2,COIA1,KV402,CERU,PROZ,PLEK,ANGT,MYH9,FIBA,H2A1B,DCD,FHR5,TETN,CBPN,KV101,ASPN,LV302,URP2,TSP1,IGF2,APOF,APOA,KCRM,FA7,CFAI,GAS6,KV105,A1AG1,DSG1,FA8,APOA5,CFAD,DEF1,KV104,SDPR,H2A2A,CXCL7,KV201,APOD,S10A8,A1BG,FCN1,FCN2,ITIH3,CRP,PROP,RAP1A,ZA2G,KPYM,CO7,CO6,HV102,IBP5,CAMP,ENPL,RIPK1,FHR2,PIP,ALS,PGRP2,LV102,FILA2,COF1,CO2,LV301,LUM,MARCO,PRAP1,DESP,VIE2,C1QA,LYSC,PGCA,APOM,ITA2B,ORF23,CD180,HV207,RNAS4,FINC,PLAK,CO8A,HV320,CO5,IBP3,OR5BL,NRP1,CYTC,MASP1,PEDF,ITB3,H2B1B,CO8B,PABP4,CALL6,CCL18,KIF2C,AFAM,RARR2,FETUB,UL87,SC24A,FCN3,RDH14,KV204,H2AY,LG3BP,TRAF7,LCAT,NP1L1,IGHD,RL40,PI42A,IGF1,COMP,SPEF2,OR5F1,RBM8A,HV319,MYH10,A4,SYMPK,DERM,MOES,KV303,MUC16,TARSH,A1AG2,OR5L2,LIMS1,TMPS6,KV121,GPX3,BIN2,PASK,KAIN,MASP2,CAP7,EF1A1,NEK11,RETN,S10A7,KV119,POLG,STK33,OR8G1,SYNE2,TBA1A,ABCBB,NFYC,FBN1
G15.mPEG5K.NH2..SH,45,19,20,9,10,15,8,3,2,10,7,15,7,41,6,0,1,79,0,0,0,0,0,1,4,0,8,18,2,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,0,0,1,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.MSA,50,21,52,7,18,11,102,6,4,11,66,7,17,24,224,8,1,121,4,5,151,1,3,2,0,1,0,30,0,0,4,25,0,0,0,2,0,3,0,0,0,0,0,8,0,0,2,0,0,0,0,1,0,1,0,9,0,3,0,0,0,0,0,0,6,0,0,0,0,0,98,0,4,0,0,0,0,0,0,129,0,0,0,0,0,0,0,49,1,0,0,0,0,5,6,0,0,0,0,0,31,7,2,0,0,0,0,20,7,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.MUA,38,19,50,8,29,7,83,8,3,8,82,0,5,3,126,7,1,197,77,6,105,1,1,2,0,1,3,33,0,0,7,20,0,0,0,12,3,7,0,0,0,0,0,6,5,13,0,0,0,3,0,2,8,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,82,0,5,1,0,0,0,6,0,99,0,0,0,0,0,0,0,30,5,0,0,0,0,0,1,0,0,5,0,0,0,4,1,0,0,0,0,5,7,0,0,0,4,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
G15.MUEG4,703,33,16,17,32,19,10,6,8,16,5,5,11,66,0,2,2,16,4,3,4,4,3,3,8,3,10,0,0,5,0,1,3,2,14,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,3,0,0,0,1,1,0,0,0,1,0,0,0,1,0,3,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.MUTA,46,28,170,7,18,12,5,6,12,7,82,14,43,25,39,9,2,67,0,0,8,11,2,59,0,1,4,0,1,0,12,0,0,0,0,0,0,22,0,0,0,103,9,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,94,27,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.nPEG5K.SH,9,9,0,0,0,0,3,0,0,0,8,0,4,6,7,0,0,99,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.nPEG5K.SH..LD.,192,50,83,22,24,45,19,20,36,77,34,180,15,15,17,2,4,28,24,3,9,8,7,55,8,4,14,143,21,8,33,2,35,1,4,20,11,7,128,10,1,0,7,5,3,0,2,3,1,29,15,0,108,2,0,0,17,37,5,13,34,0,1,4,2,4,3,4,2,6,0,1,0,1,18,0,1,9,0,0,2,1,0,0,1,1,10,0,0,1,2,0,1,0,0,7,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,12,2,0,0,12,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,9,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
G15.NT.DCA,102,19,21,59,31,16,59,5,122,10,21,7,20,305,10,1,2,17,2,22,0,6,4,3,6,2,10,2,22,12,0,0,4,5,3,0,19,0,0,34,1,13,0,0,0,0,0,39,7,0,33,0,0,0,0,11,0,0,0,0,0,40,1,0,0,0,1,0,0,0,0,11,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,1,0,0,13,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
G15.NT.F127,65,15,14,77,11,12,109,5,18,11,10,5,10,61,0,1,1,11,0,24,0,2,1,0,9,2,6,0,10,3,0,0,0,6,4,0,8,0,0,43,1,0,0,0,0,0,0,32,3,0,13,0,0,0,0,0,0,0,0,0,0,48,2,0,0,0,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.NT.PSMA.AAP,99,4,9,45,4,5,170,4,14,7,88,9,9,31,147,2,0,396,61,21,0,4,1,9,0,0,0,2,1,0,10,5,4,1,0,12,15,10,19,6,0,3,6,0,0,18,4,14,0,5,2,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.NT.PSMA.EA,90,8,12,47,4,5,154,4,12,8,86,7,8,44,146,5,0,422,62,18,0,5,0,9,0,0,0,7,0,0,13,5,4,3,0,9,17,7,14,0,0,0,6,0,3,14,3,11,0,8,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.NT.PSMA.EDA,84,12,9,157,8,9,177,4,28,8,78,8,8,116,157,2,0,342,4,24,6,2,3,4,0,0,0,0,2,2,13,2,0,2,1,2,13,8,0,28,0,6,1,0,0,15,2,8,2,0,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.NT.PSMA.Urea,112,12,13,61,8,8,269,4,10,7,161,10,9,14,280,4,1,418,101,20,0,8,0,5,2,1,2,8,1,0,13,7,5,1,0,19,19,6,6,2,0,1,6,0,3,24,1,27,0,4,7,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.NT.PVA,56,30,17,2,58,42,5,21,4,14,2,6,3,29,0,1,7,15,0,0,1,1,9,1,35,4,24,0,1,5,0,0,0,6,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,4,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0
G15.ODA,97,25,18,443,22,10,105,9,219,25,168,29,51,175,95,0,0,101,0,93,0,3,1,0,0,0,7,36,46,9,15,0,0,0,4,18,35,0,0,100,0,0,1,0,0,0,1,45,11,0,18,0,0,0,0,0,0,0,19,0,0,25,1,0,0,0,0,0,0,0,0,32,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.PAH.SH,136,41,86,49,26,27,30,9,29,46,147,26,77,5,318,12,1,162,45,15,92,61,7,15,4,1,16,72,19,7,3,3,28,0,13,7,2,16,45,43,1,83,28,7,0,5,1,0,4,0,6,5,0,0,1,11,3,0,0,22,0,6,2,42,10,2,1,0,3,0,73,9,7,2,8,0,0,0,1,161,15,0,3,16,0,0,3,70,0,15,0,0,0,0,6,3,0,0,0,0,49,7,2,3,0,0,6,37,5,0,0,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,7,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
G15.PEG3K.NH2..SH,5,2,0,0,0,0,1,0,0,0,6,0,0,4,7,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.PEI.SH,55,43,177,17,45,41,0,10,17,42,88,8,82,39,496,22,2,63,2,7,394,14,3,90,5,2,17,3,1,7,8,11,0,0,14,0,0,30,0,0,2,137,33,14,0,0,1,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,2,102,50,4,2,0,3,0,144,0,8,0,0,0,0,0,0,181,0,0,0,163,1,0,0,92,0,0,0,0,1,0,11,0,0,0,0,0,49,26,2,0,3,0,3,32,3,9,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,87,6,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,0
G15.Phe,205,49,73,30,12,41,33,9,19,25,54,132,12,7,61,1,1,134,58,6,14,1,9,14,3,4,10,199,8,2,35,4,46,0,30,30,5,10,91,12,0,11,0,5,0,8,2,0,0,18,4,0,50,0,1,0,7,62,3,13,38,0,0,6,2,1,2,0,4,3,2,0,0,3,9,0,0,7,0,0,5,0,12,0,1,0,21,0,0,28,1,0,1,0,0,4,0,0,0,0,0,1,0,3,1,0,0,0,0,1,0,8,4,1,0,12,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,0,0,0,0,0,3,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.Phe.SH,89,5,11,31,0,4,156,1,12,7,91,8,7,11,141,3,0,403,58,19,0,5,1,9,0,0,0,22,0,0,11,1,4,2,0,11,4,9,8,4,0,0,2,0,6,14,5,11,1,5,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.PLL.SH,41,37,97,7,31,33,3,7,19,28,84,9,50,2,262,12,2,30,3,4,175,14,5,57,4,2,10,0,0,3,6,2,0,0,1,0,0,24,0,0,1,178,21,11,0,0,0,0,1,0,0,8,0,0,0,1,5,0,0,0,0,0,2,131,45,2,0,0,2,0,64,0,12,0,0,0,1,0,0,87,1,0,0,135,0,0,0,41,0,0,1,0,1,0,6,0,0,0,0,0,47,8,0,0,0,0,3,26,1,7,0,2,0,0,0,0,0,2,1,1,0,41,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,78,31,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,27,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
G15.PVA,100,39,61,10,49,43,16,18,37,40,40,241,16,2,49,2,8,136,49,0,5,5,11,33,32,3,19,154,4,4,28,0,3,0,5,33,17,6,29,0,1,0,14,2,1,4,2,27,7,7,13,5,7,0,1,0,11,75,0,2,50,0,2,0,0,3,3,0,1,4,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,4,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.PVP,333,61,185,19,32,37,13,18,38,65,85,201,9,31,85,10,2,155,31,0,4,6,14,34,13,3,15,263,17,3,94,2,25,0,2,43,11,15,339,5,2,2,2,0,2,0,1,3,1,15,10,4,75,0,2,0,5,61,1,9,61,1,7,0,0,3,0,0,0,0,0,0,0,4,3,1,0,4,0,0,0,0,6,0,2,1,4,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,10,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,15,0,0,4,0,0,0,80,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3
G15.SA,261,63,142,63,15,106,38,39,33,44,57,182,21,45,73,2,4,94,41,12,40,8,16,35,33,3,14,143,24,4,43,3,55,1,82,52,11,13,127,31,1,18,3,5,4,11,2,0,5,20,11,0,104,0,1,6,15,52,12,36,48,0,2,8,3,4,12,0,15,13,0,3,0,3,7,0,0,15,0,0,25,2,23,5,1,3,33,0,0,34,0,0,1,0,0,6,6,0,0,0,0,0,0,3,1,1,0,0,0,0,0,10,0,0,0,18,0,0,0,1,0,0,1,2,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,4,1,0,0,0,2,0,0,0,1,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
